192.168.88.200:21473,194.126.16.38:53,udp,70,86,156,2024-10-29 18:42:27
192.168.88.200:15003,194.126.16.38:53,udp,72,219,291,2024-10-29 18:42:27
192.168.88.200:64541,194.126.16.38:53,udp,77,131,208,2024-10-29 18:42:27
192.168.88.200:3013,194.126.16.38:53,udp,64,96,160,2024-10-29 18:42:27
192.168.88.200:58832,193.227.177.130:53,udp,160,516,676,2024-10-29 18:42:27
192.168.88.200:57321,194.126.16.38:53,udp,80,258,338,2024-10-29 18:42:27
192.168.88.200:30364,194.126.16.38:53,udp,77,164,241,2024-10-29 18:42:27
192.168.88.200:35941,194.126.16.38:53,udp,76,162,238,2024-10-29 18:42:27
192.168.88.200:17773,194.126.16.38:53,udp,77,131,208,2024-10-29 18:42:27
192.168.88.200:19150,194.126.16.38:53,udp,78,132,210,2024-10-29 18:42:27
192.168.88.200:48462,194.126.16.38:53,udp,78,289,367,2024-10-29 18:42:27
192.168.88.200:55426,194.126.16.38:53,udp,90,144,234,2024-10-29 18:42:27
192.168.88.200:11675,194.126.16.38:53,udp,72,219,291,2024-10-29 18:42:27
192.168.88.200:32439,194.126.16.38:53,udp,76,162,238,2024-10-29 18:42:27
192.168.88.200:63338,194.126.16.38:53,udp,64,96,160,2024-10-29 18:42:27
192.168.88.200:28146,194.126.16.38:53,udp,70,86,156,2024-10-29 18:42:27
192.168.88.200:10662,194.126.16.38:53,udp,72,219,291,2024-10-29 18:42:27
192.168.88.200:21562,194.126.16.38:53,udp,93,195,288,2024-10-29 18:42:27
192.168.88.200:2730,194.126.16.38:53,udp,76,146,222,2024-10-29 18:42:27
192.168.88.200:47338,194.126.16.38:53,udp,77,342,419,2024-10-29 18:42:27
192.168.88.200:9251,194.126.16.38:53,udp,77,342,419,2024-10-29 18:42:27
192.168.88.200:49817,194.126.16.38:53,udp,95,179,274,2024-10-29 18:42:27
192.168.88.200:18385,194.126.16.38:53,udp,80,134,214,2024-10-29 18:42:27
192.168.88.200:39188,194.126.16.38:53,udp,80,134,214,2024-10-29 18:42:27
192.168.88.200:56803,157.240.27.55:5222,tcp,2450,2109,4559,2024-10-29 18:42:27
192.168.88.200:10839,194.126.16.38:53,udp,75,248,323,2024-10-29 18:42:27
192.168.88.200:9353,194.126.16.38:53,udp,101,210,311,2024-10-29 18:42:27
192.168.88.200:14804,194.126.16.38:53,udp,78,202,280,2024-10-29 18:42:27
192.168.88.200:4344,194.126.16.38:53,udp,75,225,300,2024-10-29 18:42:27
192.168.88.200:60809,194.126.16.38:53,udp,70,86,156,2024-10-29 18:42:27
192.168.88.200:63430,194.126.16.38:53,udp,63,95,158,2024-10-29 18:42:27
192.168.88.200:57677,194.126.16.38:53,udp,76,146,222,2024-10-29 18:42:27
192.168.88.200:50928,194.126.16.38:53,udp,77,423,500,2024-10-29 18:42:27
192.168.88.200:6419,194.126.16.38:53,udp,101,178,279,2024-10-29 18:42:27
192.168.88.200:64233,194.126.16.38:53,udp,90,297,387,2024-10-29 18:42:27
192.168.88.200:63804,194.126.16.38:53,udp,76,162,238,2024-10-29 18:42:27
192.168.88.200:46013,194.126.16.38:53,udp,77,259,336,2024-10-29 18:42:27
192.168.88.200:61141,194.126.16.38:53,udp,78,132,210,2024-10-29 18:42:27
192.168.88.200:17957,194.126.16.38:53,udp,80,134,214,2024-10-29 18:42:27
192.168.88.200:49392,194.126.16.38:53,udp,80,134,214,2024-10-29 18:42:27
192.168.88.200:55290,157.240.27.18:443,udp,57,76,133,2024-10-29 18:42:27
192.168.88.200:3103,194.126.16.38:53,udp,80,258,338,2024-10-29 18:42:27
192.168.88.200:28771,194.126.16.38:53,udp,76,162,238,2024-10-29 18:42:27
192.168.88.200:52744,194.126.16.38:53,udp,64,96,160,2024-10-29 18:42:27
192.168.88.200:52263,194.126.16.38:53,udp,78,132,210,2024-10-29 18:42:27
192.168.88.200:13628,194.126.16.38:53,udp,96,180,276,2024-10-29 18:42:27
18.169.133.240,82.146.184.218,icmp,68,68,136,2024-10-29 18:42:27
192.168.88.200:6005,194.126.16.38:53,udp,78,152,230,2024-10-29 18:42:27
192.168.88.200:42573,194.126.16.38:53,udp,95,179,274,2024-10-29 18:42:27
192.168.88.200:29098,194.126.16.38:53,udp,79,133,212,2024-10-29 18:42:27
192.168.88.200:40908,194.126.16.38:53,udp,76,162,238,2024-10-29 18:42:27
18.171.60.21,82.146.184.218,icmp,68,68,136,2024-10-29 18:42:27
192.168.88.200:8259,194.126.16.38:53,udp,86,102,188,2024-10-29 18:42:27
192.168.88.200:30523,194.126.16.38:53,udp,92,242,334,2024-10-29 18:42:27
